trial,sigma,tau,method,rot_err_deg,trans_err,repr_rmse,runtime_ms,success
14,0.0,nan,EPnP,0.0,9.457282200365136e-16,1.9065862296939058e-13,0.1365999924018979,1
14,0.0,nan,ITERATIVE,0.0,8.886119947416683e-16,2.0097183471152322e-14,0.16820000018924475,1
14,0.0,0.01,EPnP+TSVD,0.0,9.457282200365136e-16,1.9065862296939058e-13,0.17100002150982618,1
14,0.0,0.001,EPnP+TSVD,0.0,9.457282200365136e-16,1.9065862296939058e-13,0.16910000704228878,1
14,0.0,0.0001,EPnP+TSVD,0.0,9.457282200365136e-16,1.9065862296939058e-13,0.15480001457035542,1
14,0.0,1e-05,EPnP+TSVD,0.0,9.457282200365136e-16,1.9065862296939058e-13,0.15239999629557133,1
14,0.0,1e-06,EPnP+TSVD,0.0,9.457282200365136e-16,1.9065862296939058e-13,0.15079998411238194,1
15,0.0,nan,EPnP,0.0,8.269948768054425e-14,1.1304554050952528e-12,0.12820004485547543,1
15,0.0,nan,ITERATIVE,0.0,1.1188630228279524e-16,5.123796534383003e-14,0.15929993242025375,1
15,0.0,0.01,EPnP+TSVD,0.0,8.269948768054425e-14,1.1304554050952528e-12,0.1664001028984785,1
15,0.0,0.001,EPnP+TSVD,0.0,8.269948768054425e-14,1.1304554050952528e-12,0.15740003436803818,1
15,0.0,0.0001,EPnP+TSVD,0.0,8.269948768054425e-14,1.1304554050952528e-12,0.15159999020397663,1
15,0.0,1e-05,EPnP+TSVD,0.0,8.269948768054425e-14,1.1304554050952528e-12,0.14919997192919254,1
15,0.0,1e-06,EPnP+TSVD,0.0,8.269948768054425e-14,1.1304554050952528e-12,0.14890008606016636,1
16,0.0,nan,EPnP,0.0,6.685868231518457e-16,2.8297091250436605e-13,0.1431000418961048,1
16,0.0,nan,ITERATIVE,0.0,1.5515838457795457e-17,3.8263897345803626e-14,0.1841000048443675,1
16,0.0,0.01,EPnP+TSVD,0.0,6.685868231518457e-16,2.8297091250436605e-13,0.16569998115301132,1
16,0.0,0.001,EPnP+TSVD,0.0,6.685868231518457e-16,2.8297091250436605e-13,0.152900000102818,1
16,0.0,0.0001,EPnP+TSVD,0.0,6.685868231518457e-16,2.8297091250436605e-13,0.1503999810665846,1
16,0.0,1e-05,EPnP+TSVD,0.0,6.685868231518457e-16,2.8297091250436605e-13,0.15330000314861536,1
16,0.0,1e-06,EPnP+TSVD,0.0,6.685868231518457e-16,2.8297091250436605e-13,0.147900078445673,1
17,0.0,nan,EPnP,0.0,2.3188932140586294e-14,5.637967440429001e-13,0.12439989950507879,1
17,0.0,nan,ITERATIVE,0.0,1.7806883670196607e-15,3.4809342861069267e-14,0.28110004495829344,1
17,0.0,0.01,EPnP+TSVD,0.0,2.3188932140586294e-14,5.637967440429001e-13,0.1772999530658126,1
17,0.0,0.001,EPnP+TSVD,0.0,2.3188932140586294e-14,5.637967440429001e-13,0.1593999331817031,1
17,0.0,0.0001,EPnP+TSVD,0.0,2.3188932140586294e-14,5.637967440429001e-13,0.3709000302478671,1
17,0.0,1e-05,EPnP+TSVD,0.0,2.3188932140586294e-14,5.637967440429001e-13,0.38380001205950975,1
17,0.0,1e-06,EPnP+TSVD,0.0,2.3188932140586294e-14,5.637967440429001e-13,0.1805999781936407,1
18,0.0,nan,EPnP,0.0,2.2398801112042368e-14,4.798136790252026e-13,0.1338999718427658,1
18,0.0,nan,ITERATIVE,0.0,8.916411167297361e-16,4.0194366942304644e-14,0.152299995534122,1
18,0.0,0.01,EPnP+TSVD,0.0,2.2398801112042368e-14,4.798136790252026e-13,0.17429993022233248,1
18,0.0,0.001,EPnP+TSVD,0.0,2.2398801112042368e-14,4.798136790252026e-13,0.15879992861300707,1
18,0.0,0.0001,EPnP+TSVD,0.0,2.2398801112042368e-14,4.798136790252026e-13,0.15469989739358425,1
18,0.0,1e-05,EPnP+TSVD,0.0,2.2398801112042368e-14,4.798136790252026e-13,0.16840000171214342,1
18,0.0,1e-06,EPnP+TSVD,0.0,2.2398801112042368e-14,4.798136790252026e-13,0.15279999934136868,1
19,0.0,nan,EPnP,0.0,4.620873233590206e-14,1.5631940186722204e-13,0.12779992539435625,1
19,0.0,nan,ITERATIVE,0.0,3.557589243087959e-15,3.759838749409412e-14,0.14759995974600315,1
19,0.0,0.01,EPnP+TSVD,0.0,4.620873233590206e-14,1.5631940186722204e-13,0.16679998952895403,1
19,0.0,0.001,EPnP+TSVD,0.0,4.620873233590206e-14,1.5631940186722204e-13,0.15870004426687956,1
19,0.0,0.0001,EPnP+TSVD,0.0,4.620873233590206e-14,1.5631940186722204e-13,0.15620002523064613,1
19,0.0,1e-05,EPnP+TSVD,0.0,4.620873233590206e-14,1.5631940186722204e-13,0.16830000095069408,1
19,0.0,1e-06,EPnP+TSVD,0.0,4.620873233590206e-14,1.5631940186722204e-13,0.15249999705702066,1
20,0.0,nan,EPnP,0.0,2.0859156995747367e-12,6.083673376633795e-12,0.20110001787543297,1
