trial,sigma,tau,method,rot_err_deg,trans_err,repr_rmse,runtime_ms,success
22,0.0,nan,EPnP,0.0,7.109762843609142e-15,9.426414608115578e-14,0.13170007150620222,1
22,0.0,nan,ITERATIVE,0.0,2.482534153247273e-16,6.355287432313019e-14,0.1439000479876995,1
22,0.0,0.01,EPnP+TSVD,0.0,7.109762843609142e-15,9.426414608115578e-14,0.15989993698894978,1
22,0.0,0.001,EPnP+TSVD,0.0,7.109762843609142e-15,9.426414608115578e-14,0.1487999688833952,1
22,0.0,0.0001,EPnP+TSVD,0.0,7.109762843609142e-15,9.426414608115578e-14,0.1607000594958663,1
22,0.0,1e-05,EPnP+TSVD,0.0,7.109762843609142e-15,9.426414608115578e-14,0.1468999544158578,1
22,0.0,1e-06,EPnP+TSVD,0.0,7.109762843609142e-15,9.426414608115578e-14,0.20990008488297462,1
23,0.0,nan,EPnP,0.0,1.787596980229968e-15,1.6014819933594487e-13,0.129799940623343,1
23,0.0,nan,ITERATIVE,0.0,4.509747244882934e-16,5.123796534383003e-14,0.14759995974600315,1
23,0.0,0.01,EPnP+TSVD,0.0,1.787596980229968e-15,1.6014819933594487e-13,0.17529993783682585,1
23,0.0,0.001,EPnP+TSVD,0.0,1.787596980229968e-15,1.6014819933594487e-13,0.15470001380890608,1
23,0.0,0.0001,EPnP+TSVD,0.0,1.787596980229968e-15,1.6014819933594487e-13,0.1666999887675047,1
23,0.0,1e-05,EPnP+TSVD,0.0,1.787596980229968e-15,1.6014819933594487e-13,0.14949997421354055,1
23,0.0,1e-06,EPnP+TSVD,0.0,1.787596980229968e-15,1.6014819933594487e-13,0.14619994908571243,1
24,0.0,nan,EPnP,0.0,4.7850000575604195e-15,2.029716037140716e-13,0.12889993377029896,1
24,0.0,nan,ITERATIVE,0.0,1.1443916996305594e-16,2.842170943040401e-14,0.14350004494190216,1
24,0.0,0.01,EPnP+TSVD,0.0,4.7850000575604195e-15,2.029716037140716e-13,0.16409996896982193,1
24,0.0,0.001,EPnP+TSVD,0.0,4.7850000575604195e-15,2.029716037140716e-13,0.14849996659904718,1
24,0.0,0.0001,EPnP+TSVD,0.0,4.7850000575604195e-15,2.029716037140716e-13,0.1596000511199236,1
24,0.0,1e-05,EPnP+TSVD,0.0,4.7850000575604195e-15,2.029716037140716e-13,0.14860008377581835,1
24,0.0,1e-06,EPnP+TSVD,0.0,4.7850000575604195e-15,2.029716037140716e-13,0.14569994527846575,1
25,0.0,nan,EPnP,0.0,3.574331948642595e-15,2.0097183471152322e-13,0.13129995204508305,1
25,0.0,nan,ITERATIVE,0.0,8.968100940422724e-16,6.029155041345696e-14,0.1436000457033515,1
25,0.0,0.01,EPnP+TSVD,0.0,3.574331948642595e-15,2.0097183471152322e-13,0.15849992632865906,1
25,0.0,0.001,EPnP+TSVD,0.0,3.574331948642595e-15,2.0097183471152322e-13,0.1471999567002058,1
25,0.0,0.0001,EPnP+TSVD,0.0,3.574331948642595e-15,2.0097183471152322e-13,0.14880008529871702,1
25,0.0,1e-05,EPnP+TSVD,0.0,3.574331948642595e-15,2.0097183471152322e-13,0.15490001533180475,1
25,0.0,1e-06,EPnP+TSVD,0.0,3.574331948642595e-15,2.0097183471152322e-13,0.1449999399483204,1
26,0.0,nan,EPnP,0.0,1.7767037502207438e-14,1.1007680729470101e-13,0.13019994366914034,1
26,0.0,nan,ITERATIVE,0.0,4.710277376051325e-16,2.842170943040401e-14,0.1433000434190035,1
26,0.0,0.01,EPnP+TSVD,0.0,1.7767037502207438e-14,1.1007680729470101e-13,0.15580002218484879,1
26,0.0,0.001,EPnP+TSVD,0.0,1.7767037502207438e-14,1.1007680729470101e-13,0.14679995365440845,1
26,0.0,0.0001,EPnP+TSVD,0.0,1.7767037502207438e-14,1.1007680729470101e-13,0.14560006093233824,1
26,0.0,1e-05,EPnP+TSVD,0.0,1.7767037502207438e-14,1.1007680729470101e-13,0.15769992023706436,1
26,0.0,1e-06,EPnP+TSVD,0.0,1.7767037502207438e-14,1.1007680729470101e-13,0.14249992091208696,1
27,0.0,nan,EPnP,0.0,8.455206652451151e-16,9.426414608115578e-14,0.1284999307245016,1
27,0.0,nan,ITERATIVE,0.0,7.791361360319881e-16,4.4938668397781776e-14,0.14260003808885813,1
27,0.0,0.01,EPnP+TSVD,0.0,8.455206652451151e-16,9.426414608115578e-14,0.15679991338402033,1
27,0.0,0.001,EPnP+TSVD,0.0,8.455206652451151e-16,9.426414608115578e-14,0.148500083014369,1
27,0.0,0.0001,EPnP+TSVD,0.0,8.455206652451151e-16,9.426414608115578e-14,0.14629994984716177,1
27,0.0,1e-05,EPnP+TSVD,0.0,8.455206652451151e-16,9.426414608115578e-14,0.15970005188137293,1
27,0.0,1e-06,EPnP+TSVD,0.0,8.455206652451151e-16,9.426414608115578e-14,0.37599995266646147,1
28,0.0,nan,EPnP,1.2074182697257333e-06,1.862366031919336e-15,8.038873388460929e-14,0.13529998250305653,1
28,0.0,nan,ITERATIVE,0.0,1.8006931038825993e-15,0.0,0.17269991803914309,1
28,0.0,0.01,EPnP+TSVD,1.2074182697257333e-06,1.862366031919336e-15,8.038873388460929e-14,0.21119997836649418,1
28,0.0,0.001,EPnP+TSVD,1.2074182697257333e-06,1.862366031919336e-15,8.038873388460929e-14,0.16739999409765005,1
28,0.0,0.0001,EPnP+TSVD,1.2074182697257333e-06,1.862366031919336e-15,8.038873388460929e-14,0.15249999705702066,1
28,0.0,1e-05,EPnP+TSVD,1.2074182697257333e-06,1.862366031919336e-15,8.038873388460929e-14,0.1476999605074525,1
28,0.0,1e-06,EPnP+TSVD,1.2074182697257333e-06,1.862366031919336e-15,8.038873388460929e-14,0.22950000129640102,1
29,0.0,nan,EPnP,0.0,7.1287131010845e-15,1.4352259737452865e-13,0.1354999840259552,1
29,0.0,nan,ITERATIVE,0.0,1.7806883670196607e-15,4.4938668397781776e-14,0.14869996812194586,1
29,0.0,0.01,EPnP+TSVD,0.0,7.1287131010845e-15,1.4352259737452865e-13,0.1721999142318964,1
29,0.0,0.001,EPnP+TSVD,0.0,7.1287131010845e-15,1.4352259737452865e-13,0.16499997582286596,1
29,0.0,0.0001,EPnP+TSVD,0.0,7.1287131010845e-15,1.4352259737452865e-13,0.15009997878223658,1
29,0.0,1e-05,EPnP+TSVD,0.0,7.1287131010845e-15,1.4352259737452865e-13,0.14619994908571243,1
29,0.0,1e-06,EPnP+TSVD,0.0,7.1287131010845e-15,1.4352259737452865e-13,0.14649995137006044,1
30,0.0,nan,EPnP,1.2074182697257333e-06,5.117875266520903e-16,1.18896540830928e-13,0.13239996042102575,1
30,0.0,nan,ITERATIVE,0.0,0.0,2.842170943040401e-14,0.1433000434190035,1
30,0.0,0.01,EPnP+TSVD,1.2074182697257333e-06,5.117875266520903e-16,1.18896540830928e-13,0.16029994003474712,1
30,0.0,0.001,EPnP+TSVD,1.2074182697257333e-06,5.117875266520903e-16,1.18896540830928e-13,0.15380000695586205,1
30,0.0,0.0001,EPnP+TSVD,1.2074182697257333e-06,5.117875266520903e-16,1.18896540830928e-13,0.14839996583759785,1
30,0.0,1e-05,EPnP+TSVD,1.2074182697257333e-06,5.117875266520903e-16,1.18896540830928e-13,0.14570006169378757,1
30,0.0,1e-06,EPnP+TSVD,1.2074182697257333e-06,5.117875266520903e-16,1.18896540830928e-13,0.14459993690252304,1
31,0.0,nan,EPnP,0.0,2.01606383071418e-14,1.5318747703317815e-12,0.13289996422827244,1
31,0.0,nan,ITERATIVE,0.0,9.000523778413571e-16,5.684341886080802e-14,0.14510005712509155,1
31,0.0,0.01,EPnP+TSVD,0.0,2.01606383071418e-14,1.5318747703317815e-12,0.17110002227127552,1
31,0.0,0.001,EPnP+TSVD,0.0,2.01606383071418e-14,1.5318747703317815e-12,0.16719999257475138,1
31,0.0,0.0001,EPnP+TSVD,0.0,2.01606383071418e-14,1.5318747703317815e-12,0.15050009824335575,1
31,0.0,1e-05,EPnP+TSVD,0.0,2.01606383071418e-14,1.5318747703317815e-12,0.14629994984716177,1
31,0.0,1e-06,EPnP+TSVD,0.0,2.01606383071418e-14,1.5318747703317815e-12,0.15810003969818354,1
32,0.0,nan,EPnP,0.0,2.891379723003555e-15,2.4797839680865006e-13,0.12989994138479233,1
32,0.0,nan,ITERATIVE,0.0,7.850462293418876e-17,2.842170943040401e-14,0.1420000335201621,1
32,0.0,0.01,EPnP+TSVD,0.0,2.891379723003555e-15,2.4797839680865006e-13,0.15810003969818354,1
32,0.0,0.001,EPnP+TSVD,0.0,2.891379723003555e-15,2.4797839680865006e-13,0.16240007244050503,1
32,0.0,0.0001,EPnP+TSVD,0.0,2.891379723003555e-15,2.4797839680865006e-13,0.18809991888701916,1
32,0.0,1e-05,EPnP+TSVD,0.0,2.891379723003555e-15,2.4797839680865006e-13,0.16339996363967657,1
32,0.0,1e-06,EPnP+TSVD,0.0,2.891379723003555e-15,2.4797839680865006e-13,0.18450000789016485,1
33,0.0,nan,EPnP,0.0,9.931106305546747e-16,8.987733679556355e-14,0.1615999499335885,1
33,0.0,nan,ITERATIVE,0.0,8.973468168708815e-16,4.0194366942304644e-14,0.1471000723540783,1
33,0.0,0.01,EPnP+TSVD,0.0,9.931106305546747e-16,8.987733679556355e-14,0.17300003673881292,1
33,0.0,0.001,EPnP+TSVD,0.0,9.931106305546747e-16,8.987733679556355e-14,0.15590002294629812,1
33,0.0,0.0001,EPnP+TSVD,0.0,9.931106305546747e-16,8.987733679556355e-14,0.1577000366523862,1
33,0.0,1e-05,EPnP+TSVD,0.0,9.931106305546747e-16,8.987733679556355e-14,0.15700003132224083,1
33,0.0,1e-06,EPnP+TSVD,0.0,9.931106305546747e-16,8.987733679556355e-14,0.14699995517730713,1
34,0.0,nan,EPnP,0.0,3.657001166779273e-15,7.246142549764705e-14,0.13049994595348835,1
34,0.0,nan,ITERATIVE,0.0,3.5567229645718996e-15,6.355287432313019e-14,0.14479993842542171,1
34,0.0,0.01,EPnP+TSVD,0.0,3.657001166779273e-15,7.246142549764705e-14,0.15850004274398088,1
34,0.0,0.001,EPnP+TSVD,0.0,3.657001166779273e-15,7.246142549764705e-14,0.15239999629557133,1
34,0.0,0.0001,EPnP+TSVD,0.0,3.657001166779273e-15,7.246142549764705e-14,0.14870008453726768,1
